Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Pereira L.A.M., Nakamura R.Y.M., de Souza G.F.S., Martins D., Papa J.P.","55854705800;54783080800;36627635900;57204609030;23397842300;","Aquatic weed automatic classification using machine learning techniques",2012,"Computers and Electronics in Agriculture","87",,,"56","63",,22,"10.1016/j.compag.2012.05.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862696167&doi=10.1016%2fj.compag.2012.05.015&partnerID=40&md5=871cf1314e0f9ed456ee476757c26a1e","Aquatic weed; Artificial neural networks; Naïve Bayes; Optimum-path forest; Shape analysis; Support vector machines","Aquatic weeds; Automatic application; Automatic classification; Automatic identification; Chemical products; Machine learning techniques; Optimum-path forests; Pattern recognition techniques; Shape analysis; Shape descriptors; Supervised pattern recognition; Automation; Expert systems; Neural networks; Pattern recognition; Support vector machines; Weed control; Herbicides; aquatic plant; artificial neural network; decision support system; experimental study; herbicide; learning; shape analysis; weed control",Article,Scopus,2-s2.0-84862696167
"Hudak A.T., Strand E.K., Vierling L.A., Byrne J.C., Eitel J.U.H., Martinuzzi S., Falkowski M.J.","36520959600;7007170257;7004425841;7402801928;13613779300;15837206200;8526596200;","Quantifying aboveground forest carbon pools and fluxes from repeat LiDAR surveys",2012,"Remote Sensing of Environment","123",,,"25","40",,185,"10.1016/j.rse.2012.02.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860527334&doi=10.1016%2fj.rse.2012.02.023&partnerID=40&md5=8ed078ce743c57d95b9f38c913f36f15","Aboveground carbon; Biomass change; Carbon Measuring Reporting and Verification (MRV); Discrete return LiDAR; Imputation; Mixed conifer forest; Multi-temporal; Random forest algorithm","Discrete-return lidar; Imputation; Mixed-conifer forests; Multi-temporal; Random forest algorithm; Biomass; Carbon; Carbon dioxide; Decision support systems; Decision trees; Forecasting; Forestry; Harvesting; Lakes; Learning algorithms; Optical radar; Plants (botany); Remote sensing; Surveys; Ecology; aboveground biomass; algorithm; carbon budget; carbon flux; coniferous forest; discrete choice analysis; forest inventory; forest management; forestry policy; growth rate; lidar; quantitative analysis; spatiotemporal analysis; stand dynamics; Idaho; United States; Coniferophyta",Article,Scopus,2-s2.0-84860527334
"Rodil I.F., Compton T.J., Lastra M.","12142747700;22633329400;7003517861;","Exploring macroinvertebrate species distributions at regional and local scales across a sandy beach geographic continuum",2012,"PLoS ONE","7","6","e39609","","",,26,"10.1371/journal.pone.0039609","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862683312&doi=10.1371%2fjournal.pone.0039609&partnerID=40&md5=46de466b4984c67cbf2a56cb71133a28",,"chlorophyll; article; benthos; controlled study; environmental factor; food availability; geographic distribution; machine learning; macroinvertebrate; mathematical model; nonhuman; population abundance; predictive value; probability; sandy soil; seashore; Spain; species distribution; species richness; Animals; Artificial Intelligence; Ecosystem; Environment; Environmental Monitoring; Invertebrates; Population Dynamics",Article,Scopus,2-s2.0-84862683312
"He J., Dukes M.D., Hochmuth G.J., Jones J.W., Graham W.D.","55649122800;7005645745;6604076637;57203322528;7201510886;","Identifying irrigation and nitrogen best management practices for sweet corn production on sandy soils using CERES-Maize model",2012,"Agricultural Water Management","109",,,"61","70",,50,"10.1016/j.agwat.2012.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863406649&doi=10.1016%2fj.agwat.2012.02.007&partnerID=40&md5=619c4d0b30a48d2ae323b1fca49865bc","Best management practice; BMP; CERES-Maize; DSSAT; Irrigation; Nitrogen; Sweet corn","Best management practices; BMP; CERES maizes; DSSAT; Sweet corns; Artificial intelligence; Decision support systems; Fertilizers; Grain (agricultural product); Leaching; Nitrogen; Sand; Soil moisture; Irrigation; best management practice; calibration; crop production; ecological modeling; fertilizer application; frequency analysis; identification method; irrigation; leaching; maize; nitrogen; sandy soil; soil water; water stress; Florida [United States]; United States; Zea mays",Article,Scopus,2-s2.0-84863406649
"Hether T.D., Hoffman E.A.","26029432700;57213948322;","Machine learning identifies specific habitats associated with genetic connectivity in Hyla squirella",2012,"Journal of Evolutionary Biology","25","6",,"1039","1052",,18,"10.1111/j.1420-9101.2012.02497.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861193656&doi=10.1111%2fj.1420-9101.2012.02497.x&partnerID=40&md5=3fbab50372f1d467f2bd8353ab7e7bca","Amphibian; Clusters; Ensemble learning; Gene flow; Landscape genetics; Random Forest; Southeastern USA","microsatellite DNA; algorithm; cluster analysis; connectivity; deciduous forest; frog; gene flow; genetic differentiation; genetic marker; genetic structure; habitat quality; habitat type; habitat use; landscape ecology; urban area; algorithm; animal; Anura; article; artificial intelligence; biological model; cluster analysis; computer simulation; ecosystem; genetic variability; genetics; methodology; physiology; population density; population genetics; species difference; United States; Algorithms; Animals; Anura; Artificial Intelligence; Cluster Analysis; Computer Simulation; Ecosystem; Genetic Variation; Genetics, Population; Microsatellite Repeats; Models, Genetic; Population Density; Southeastern United States; Species Specificity; United States; Amphibia; Anura; Hyla; Hyla squirella",Article,Scopus,2-s2.0-84861193656
"Miller-Coleman R.L., Dodsworth J.A., Ross C.A., Shock E.L., Williams A.J., Hartnett H.E., McDonald A.I., Havig J.R., Hedlund B.P.","55204783100;6603445685;56273099600;7007151164;54885871500;24779624100;57220719612;6504298041;7005265876;","Korarchaeota diversity, biogeography, and abundance in Yellowstone and Great Basin hot springs and ecological niche modeling based on machine learning",2012,"PLoS ONE","7","5","e35964","","",,25,"10.1371/journal.pone.0035964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860507088&doi=10.1371%2fjournal.pone.0035964&partnerID=40&md5=088279973ca50de6119c33995efbff86",,"article; Basin Groups; biogeography; controlled study; ecological niche; ecosystem; genetic variability; geochemistry; geographic distribution; ion pair chromatography; Korarchaeota; machine learning; microbial diversity; nonhuman; nucleotide sequence; phylogeny; physical chemistry; population structure; species endemicity; support vector machine; artificial intelligence; biodiversity; chemistry; classification; environmental aspects and related phenomena; genetics; pH; phylogeography; temperature; thermal spring; Korarchaeota; water; Artificial Intelligence; Biodiversity; Ecological and Environmental Processes; Ecosystem; Hot Springs; Hydrogen-Ion Concentration; Korarchaeota; Phylogeography; Temperature; Water",Article,Scopus,2-s2.0-84860507088
"Abdel-Dayem M.S., Annajar B.B., Hanafi H.A., Obenauer P.J.","6603420579;37004325200;7004147547;30567528000;","The potential distribution of phlebotomus papatasi (Diptera: Psychodidae) in Libya based on ecological niche model",2012,"Journal of Medical Entomology","49","3",,"739","745",,32,"10.1603/ME11225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861145123&doi=10.1603%2fME11225&partnerID=40&md5=5c752179d88e38243258a58b26be082e","GIS; Leishmania; Libya; MaxEnt; Phlebotomus","algorithm; animal; article; artificial intelligence; biological model; disease carrier; geography; Libyan Arab Jamahiriya; Psychodidae; skin leishmaniasis; Algorithms; Animals; Artificial Intelligence; Geography; Insect Vectors; Leishmaniasis, Cutaneous; Libya; Models, Biological; Psychodidae; Diptera; Phlebotominae; Phlebotomus papatasi; Psychodidae",Article,Scopus,2-s2.0-84861145123
"Nichols J.D., Cooch E.G., Nichols J.M., Sauer J.R.","35601925200;56063403000;7201485986;16182360600;","Studying biodiversity: Is a new paradigm really needed?",2012,"BioScience","62","5",,"497","502",,6,"10.1525/bio.2012.62.5.11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860777127&doi=10.1525%2fbio.2012.62.5.11&partnerID=40&md5=6db10d84c2aeef62dfa649c3e5e678e5","Biodiversity; Deduction; Induction; Machine learning; Science",,Article,Scopus,2-s2.0-84860777127
"Pouteau R., Meyer J.-Y., Taputuarai R., Stoll B.","36570717600;8053403400;16687201900;23013422600;","Support vector machines to map rare and endangered native plants in Pacific islands forests",2012,"Ecological Informatics","9",,,"37","46",,57,"10.1016/j.ecoinf.2012.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860521661&doi=10.1016%2fj.ecoinf.2012.03.003&partnerID=40&md5=39a981bc5c6bc23aa8e193b2df955d45","Biodiversity; Digital elevation model (DEM); Random forests (RF); Rare species; Support vector machines (SVM); Vegetation mapping","biodiversity; conservation management; dicotyledon; digital elevation model; disease vector; disturbance; ecological modeling; endangered species; forest ecosystem; geographical region; habitat type; human activity; native species; overstory; QuickBird; rare species; satellite imagery; species conservation; volcanic island; Moorea; Society Islands; Windward Islands [Society Islands]; Lepinia taitensis; Pouteria; Santalaceae; Santalum insulare",Article,Scopus,2-s2.0-84860521661
"Domínguez A., Martínez R.S., De Juan J.A., Martínez-Romero A., Tarjuelo J.M.","8696301900;14622831100;7003991069;36662318900;6603262309;","Simulation of maize crop behavior under deficit irrigation using MOPECO model in a semi-arid environment",2012,"Agricultural Water Management","107",,,"42","53",,34,"10.1016/j.agwat.2012.01.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858001533&doi=10.1016%2fj.agwat.2012.01.006&partnerID=40&md5=8c87c461066c14df5d063b9464acec20","Decision support system; Gross margin; Growing-degree-days; Uniformity of irrigation; Water productivity; Zea mays L.","Crop coefficient; Crop yield; Deficit irrigation; Effective rainfall; Electrical conductivity; Experimental data; Field test; Gross margin; Growing-degree-days; Growth cycle; Growth stages; Irrigation waters; Key objective; Relative errors; Sale price; Saline irrigation; Semi-arid environments; Soil conditions; Water productivity; Zea mays; Artificial intelligence; Computer simulation; Cost benefit analysis; Costs; Crops; Decision support systems; Electric conductivity; Grain (agricultural product); Profitability; Water management; Water supply; Irrigation; agricultural modeling; behavioral ecology; calibration; crop yield; decision support system; growing season; growth rate; irrigation system; maize; model validation; profitability; salinity; semiarid region; water management; water supply; yield response; Castilla-La Mancha; Spain; Zea mays",Article,Scopus,2-s2.0-84858001533
"Wenger S.J., Olden J.D.","12760671700;6701652168;","Assessing transferability of ecological models: An underappreciated aspect of statistical validation",2012,"Methods in Ecology and Evolution","3","2",,"260","267",,333,"10.1111/j.2041-210X.2011.00170.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867394789&doi=10.1111%2fj.2041-210X.2011.00170.x&partnerID=40&md5=c48faad02aecda4905a0f41218d12658","Cross-validation; Generality; Niche model; Performance; Species distribution model; Statistical",,Article,Scopus,2-s2.0-84867394789
"Barbet-Massin M., Jiguet F., Albert C.H., Thuiller W.","26532370300;6602531248;23484388700;6602123683;","Selecting pseudo-absences for species distribution models: How, where and how many?",2012,"Methods in Ecology and Evolution","3","2",,"327","338",,1138,"10.1111/j.2041-210X.2011.00172.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867148221&doi=10.1111%2fj.2041-210X.2011.00172.x&partnerID=40&md5=ad3934cde76aaca1e2f83062a54836e8","Background data; Bias; Biomod; Ecological niche modelling; Sampling design; Virtual species",,Article,Scopus,2-s2.0-84867148221
"Nathan R., Spiegel O., Fortmann-Roe S., Harel R., Wikelski M., Getz W.M.","57204309052;14120411500;25633616400;55117714300;57204314126;7006533560;","Using tri-axial acceleration data to identify behavioral modes of free-ranging animals: General concepts and tools illustrated for griffon vultures",2012,"Journal of Experimental Biology","215","6",,"986","996",,261,"10.1242/jeb.058602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858640770&doi=10.1242%2fjeb.058602&partnerID=40&md5=7479be4d1c1b2a9bdbf75561d7dd9860","Animal behavior; Biomechanics; Flight characteristic; Foraging; Free-ranging wild animal; Gyps fulvus; Long-range foray; Machine learning algorithm; Movement ecology; Tri-axial acceleration; Vulture","acceleration; animal; animal behavior; biomechanics; conference paper; Falconiformes; geographic information system; movement (physiology); physiology; Acceleration; Animals; Behavior, Animal; Biomechanics; Falconiformes; Geographic Information Systems; Movement; Animalia; Gyps fulvus",Conference Paper,Scopus,2-s2.0-84858640770
"Heikkinen R.K., Marmion M., Luoto M.","7003406236;24329711400;6701393029;","Does the interpolation accuracy of species distribution models come at the expense of transferability?",2012,"Ecography","35","3",,"276","288",,163,"10.1111/j.1600-0587.2011.06999.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857796019&doi=10.1111%2fj.1600-0587.2011.06999.x&partnerID=40&md5=35dc3cab2a6b98ab5609b8fdd801598b",,"accuracy assessment; artificial neural network; bird; butterfly; conservation management; ecological modeling; land cover; linearity; plant; population distribution; population modeling; regression analysis; sensitivity analysis; Finland; Aves; Papilionoidea",Article,Scopus,2-s2.0-84857796019
